"date","product_id","product_count","customer_count","sale_price"
"2023-02-01","0","7","6","17.73"
"2023-02-01","1","8","7","16.91"
"2023-02-01","2","8","8","44.54"
"2023-02-01","3","11","10","54.51"
"2023-02-01","5","9","7","58.57"
"2023-02-01","6","9","8","25.72"
"2023-02-01","7","10","10","52.97"
"2023-02-01","8","7","6","48.51"
"2023-02-01","9","10","8","13.75"
"2023-02-01","10","9","9","16.08"
"2023-02-01","11","11","11","25.8"
"2023-02-01","12","7","7","52.71"
"2023-02-01","13","7","6","73.87"
"2023-02-01","14","9","9","36.7"
"2023-02-01","17","8","8","20.02"
"2023-02-01","18","9","8","34.96"
"2023-02-01","19","8","7","14.79"
"2023-02-01","20","7","6","44.25"
"2023-02-01","22","7","6","15.52"
"2023-02-01","23","9","9","24.04"
"2023-02-01","24","7","6","18.98"
"2023-02-01","25","10","9","29.86"
"2023-02-01","26","10","10","42.9"
"2023-02-01","28","7","6","53.85"
"2023-02-01","30","11","10","62.05"
"2023-02-01","32","7","6","11.73"
"2023-02-01","33","9","8","14.7"
"2023-02-01","34","9","8","54.4"
"2023-02-01","35","11","10","36.41"
"2023-02-01","38","8","8","102.73"
"2023-02-01","39","9","8","34.28"
"2023-02-01","40","7","6","13.84"
"2023-02-01","41","8","7","27.9"
"2023-02-01","42","9","8","34.03"
"2023-02-01","43","7","6","24.88"
"2023-02-01","44","8","8","50.71"
"2023-02-01","45","8","6","86.55"
"2023-02-01","46","9","8","42.15"
"2023-02-01","50","7","7","15.6"
"2023-02-01","51","10","9","23.25"
"2023-02-01","52","9","9","52.21"
"2023-02-01","55","9","7","17.64"
"2023-02-01","56","8","7","33.84"
"2023-02-01","58","7","7","48.1"
"2023-02-01","59","9","8","71.79"
"2023-02-01","60","9","9","66.34"
"2023-02-01","63","8","7","88.16"
"2023-02-01","67","6","6","34.13"
"2023-02-01","68","8","8","34.42"
"2023-02-01","69","10","9","21.8"
"2023-02-01","70","7","7","20.85"
"2023-02-01","73","7","7","7.41"
"2023-02-01","76","7","6","44.94"
"2023-02-01","78","8","7","28.78"
"2023-02-01","81","8","7","25.42"
"2023-02-01","82","8","7","31.67"
"2023-02-01","83","8","7","25.08"
"2023-02-01","84","8","7","22.96"
"2023-02-01","86","10","9","30.99"
"2023-02-01","87","7","7","13.14"
"2023-02-01","91","9","8","28.42"
"2023-02-01","92","8","7","82.34"
"2023-02-01","94","10","8","27.37"
"2023-02-01","95","8","8","30.04"
"2023-02-01","96","9","8","47.21"
"2023-02-01","97","9","8","18.37"
"2023-02-01","98","8","7","19.64"
"2023-02-01","99","9","7","66.91"
"2023-02-02","0","8","7","17.73"
"2023-02-02","1","7","6","16.91"
"2023-02-02","2","10","10","44.54"
"2023-02-02","5","9","7","58.57"
"2023-02-02","7","7","6","52.97"
"2023-02-02","9","9","8","13.75"
"2023-02-02","11","11","9","25.8"
"2023-02-02","13","8","8","73.87"
"2023-02-02","14","8","8","36.7"
"2023-02-02","15","9","7","39.5"
"2023-02-02","16","9","8","41.34"
"2023-02-02","17","7","7","20.02"
"2023-02-02","19","9","8","14.79"
"2023-02-02","21","9","9","21.05"
"2023-02-02","23","8","7","24.04"
"2023-02-02","24","7","6","18.98"
"2023-02-02","26","9","9","42.9"
"2023-02-02","27","8","7","24.23"
"2023-02-02","28","7","6","53.85"
"2023-02-02","29","9","8","9.02"
"2023-02-02","31","8","7","44.33"
"2023-02-02","33","9","8","14.7"
"2023-02-02","34","8","7","54.4"
"2023-02-02","35","8","8","36.41"
"2023-02-02","36","9","8","174.35"
"2023-02-02","37","7","6","17.94"
"2023-02-02","38","8","7","102.73"
"2023-02-02","39","10","9","34.28"
"2023-02-02","40","8","8","13.84"
"2023-02-02","41","9","7","27.9"
"2023-02-02","42","9","8","34.03"
"2023-02-02","43","8","8","24.88"
"2023-02-02","45","8","8","86.55"
"2023-02-02","46","7","6","42.15"
"2023-02-02","47","6","5","8.66"
"2023-02-02","48","7","7","22.66"
"2023-02-02","49","10","8","28.6"
"2023-02-02","51","8","8","23.25"
"2023-02-02","52","6","6","52.21"
"2023-02-02","55","8","8","17.64"
"2023-02-02","56","8","8","33.84"
"2023-02-02","57","7","6","23.15"
"2023-02-02","58","7","7","48.1"
"2023-02-02","60","9","8","66.34"
"2023-02-02","61","8","8","54.96"
"2023-02-02","62","9","9","82.44"
"2023-02-02","63","7","7","88.16"
"2023-02-02","64","8","7","55.29"
"2023-02-02","66","8","7","189.21"
"2023-02-02","67","9","9","34.13"
"2023-02-02","69","10","9","21.8"
"2023-02-02","70","8","7","20.85"
"2023-02-02","72","6","5","24.67"
"2023-02-02","74","8","8","32.36"
"2023-02-02","75","7","6","34.44"
"2023-02-02","76","9","7","44.94"
"2023-02-02","79","7","6","51.84"
"2023-02-02","80","7","6","19.71"
"2023-02-02","81","7","6","25.42"
"2023-02-02","84","7","7","22.96"
"2023-02-02","85","9","8","28.36"
"2023-02-02","89","8","8","82.16"
"2023-02-02","90","8","8","8.39"
"2023-02-02","91","9","8","28.42"
"2023-02-02","93","8","7","208.8"
"2023-02-02","95","7","6","30.04"
"2023-02-02","96","9","9","47.21"
"2023-02-02","97","9","7","18.37"
"2023-02-02","98","7","7","19.64"
"2023-02-02","99","7","7","66.91"
"2023-02-03","1","10","10","16.91"
"2023-02-03","3","8","7","54.51"
"2023-02-03","4","11","10","47.68"
"2023-02-03","5","8","7","58.57"
"2023-02-03","7","10","9","52.97"
"2023-02-03","10","8","8","16.08"
"2023-02-03","11","10","10","25.8"
"2023-02-03","15","7","6","39.5"
"2023-02-03","16","8","8","41.34"
"2023-02-03","17","7","7","20.02"
"2023-02-03","20","8","8","44.25"
"2023-02-03","22","6","5","15.52"
"2023-02-03","23","9","7","24.04"
"2023-02-03","25","8","7","29.86"
"2023-02-03","28","8","7","53.85"
"2023-02-03","29","7","6","9.02"
"2023-02-03","30","10","8","62.05"
"2023-02-03","31","7","6","44.33"
"2023-02-03","33","6","5","14.7"
"2023-02-03","34","10","10","54.4"
"2023-02-03","35","10","8","36.41"
"2023-02-03","36","8","7","174.35"
"2023-02-03","37","7","6","17.94"
"2023-02-03","39","7","6","34.28"
"2023-02-03","41","7","7","27.9"
"2023-02-03","42","8","8","34.03"
"2023-02-03","43","7","7","24.88"
"2023-02-03","44","8","8","50.71"
"2023-02-03","45","9","9","86.55"
"2023-02-03","46","8","7","42.15"
"2023-02-03","47","9","7","8.66"
"2023-02-03","48","9","9","22.66"
"2023-02-03","51","7","6","23.25"
"2023-02-03","52","9","7","52.21"
"2023-02-03","53","8","8","34.61"
"2023-02-03","54","9","7","19.39"
"2023-02-03","55","6","5","17.64"
"2023-02-03","56","11","10","33.84"
"2023-02-03","57","7","7","23.15"
"2023-02-03","59","7","7","71.79"
"2023-02-03","61","7","6","54.96"
"2023-02-03","63","7","6","88.16"
"2023-02-03","65","10","10","56.35"
"2023-02-03","69","10","9","21.8"
"2023-02-03","71","9","9","23.29"
"2023-02-03","72","7","7","24.67"
"2023-02-03","76","9","9","44.94"
"2023-02-03","79","8","7","51.84"
"2023-02-03","80","8","7","19.71"
"2023-02-03","82","7","7","31.67"
"2023-02-03","86","8","7","30.99"
"2023-02-03","88","7","7","21.77"
"2023-02-03","89","8","7","82.16"
"2023-02-03","90","10","9","8.39"
"2023-02-03","91","8","8","28.42"
"2023-02-03","92","9","9","82.34"
"2023-02-03","93","10","9","208.8"
"2023-02-03","96","11","10","47.21"
"2023-02-03","97","9","8","18.37"
"2023-02-03","98","8","7","19.64"
"2023-02-04","2","8","8","44.54"
"2023-02-04","4","9","8","47.68"
"2023-02-04","7","6","5","52.97"
"2023-02-04","9","9","7","13.75"
"2023-02-04","10","6","5","16.08"
"2023-02-04","12","8","7","52.71"
"2023-02-04","13","10","8","73.87"
"2023-02-04","15","9","7","39.5"
"2023-02-04","16","7","6","41.34"
"2023-02-04","17","8","7","20.02"
"2023-02-04","18","8","6","34.96"
"2023-02-04","19","8","7","14.79"
"2023-02-04","20","7","7","44.25"
"2023-02-04","21","7","7","21.05"
"2023-02-04","22","8","8","15.52"
"2023-02-04","24","10","9","18.98"
"2023-02-04","25","10","8","29.86"
"2023-02-04","27","7","7","24.23"
"2023-02-04","31","7","6","44.33"
"2023-02-04","32","9","9","11.73"
"2023-02-04","33","10","8","14.7"
"2023-02-04","34","8","7","54.4"
"2023-02-04","37","9","7","17.94"
"2023-02-04","39","8","7","34.28"
"2023-02-04","41","7","6","27.9"
"2023-02-04","43","7","6","24.88"
"2023-02-04","46","8","8","42.15"
"2023-02-04","49","9","9","28.6"
"2023-02-04","52","9","7","52.21"
"2023-02-04","55","8","6","17.64"
"2023-02-04","56","8","7","33.84"
"2023-02-04","60","9","8","66.34"
"2023-02-04","62","10","10","82.44"
"2023-02-04","64","9","9","55.29"
"2023-02-04","65","9","8","56.35"
"2023-02-04","66","7","6","189.21"
"2023-02-04","67","7","7","34.13"
"2023-02-04","69","10","9","21.8"
"2023-02-04","70","9","8","20.85"
"2023-02-04","73","9","7","7.41"
"2023-02-04","74","10","9","32.36"
"2023-02-04","80","9","9","19.71"
"2023-02-04","81","7","6","25.42"
"2023-02-04","82","8","8","31.67"
"2023-02-04","84","8","8","22.96"
"2023-02-04","87","9","8","13.14"
"2023-02-04","90","8","7","8.39"
"2023-02-04","94","10","9","27.37"
"2023-02-04","95","7","7","30.04"
"2023-02-04","96","10","9","47.21"
"2023-02-04","97","7","7","18.37"
"2023-02-04","98","7","6","19.64"
"2023-02-04","99","8","7","66.91"
"2023-02-05","1","9","9","16.91"
"2023-02-05","4","10","10","47.68"
"2023-02-05","5","8","7","58.57"
"2023-02-05","7","7","7","52.97"
"2023-02-05","8","6","5","48.51"
"2023-02-05","9","10","10","13.75"
"2023-02-05","10","7","6","16.08"
"2023-02-05","11","10","10","25.8"
"2023-02-05","12","9","8","52.71"
"2023-02-05","13","7","6","73.87"
"2023-02-05","14","9","8","36.7"
"2023-02-05","15","7","6","39.5"
"2023-02-05","18","9","7","34.96"
"2023-02-05","22","8","7","15.52"
"2023-02-05","23","7","7","24.04"
"2023-02-05","28","8","8","53.85"
"2023-02-05","29","9","9","9.02"
"2023-02-05","31","8","6","44.33"
"2023-02-05","34","7","6","54.4"
"2023-02-05","36","10","9","174.35"
"2023-02-05","39","7","6","34.28"
"2023-02-05","42","9","8","34.03"
"2023-02-05","46","8","7","42.15"
"2023-02-05","47","7","7","8.66"
"2023-02-05","50","7","6","15.6"
"2023-02-05","51","7","6","23.25"
"2023-02-05","55","9","8","17.64"
"2023-02-05","56","8","8","33.84"
"2023-02-05","59","7","6","71.79"
"2023-02-05","60","8","8","66.34"
"2023-02-05","62","9","8","82.44"
"2023-02-05","65","8","7","56.35"
"2023-02-05","66","8","8","189.21"
"2023-02-05","67","9","9","34.13"
"2023-02-05","69","9","7","21.8"
"2023-02-05","70","9","9","20.85"
"2023-02-05","71","7","7","23.29"
"2023-02-05","72","9","9","24.67"
"2023-02-05","75","8","7","34.44"
"2023-02-05","77","8","7","27.42"
"2023-02-05","79","9","7","51.84"
"2023-02-05","82","8","6","31.67"
"2023-02-05","86","8","8","30.99"
"2023-02-05","88","7","6","21.77"
"2023-02-05","90","8","7","8.39"
"2023-02-05","91","7","7","28.42"
"2023-02-05","92","8","7","82.34"
"2023-02-05","93","7","7","208.8"
"2023-02-05","96","9","8","47.21"
"2023-02-05","98","7","6","19.64"
"2023-02-06","2","9","8","44.54"
"2023-02-06","3","8","8","54.51"
"2023-02-06","4","12","12","47.68"
"2023-02-06","5","6","5","58.57"
"2023-02-06","7","8","8","52.97"
"2023-02-06","8","7","6","48.51"
"2023-02-06","10","8","8","16.08"
"2023-02-06","11","24","20","25.8"
"2023-02-06","12","7","6","52.71"
"2023-02-06","13","11","10","73.87"
"2023-02-06","14","20","17","36.7"
"2023-02-06","15","7","6","39.5"
"2023-02-06","18","10","8","34.96"
"2023-02-06","20","7","7","44.25"
"2023-02-06","21","7","6","21.05"
"2023-02-06","23","6","6","24.04"
"2023-02-06","24","5","4","18.98"
"2023-02-06","25","26","21","29.86"
"2023-02-06","27","21","19","24.23"
"2023-02-06","32","10","9","11.73"
"2023-02-06","33","8","7","14.7"
"2023-02-06","34","21","20","54.4"
"2023-02-06","37","8","7","17.94"
"2023-02-06","38","18","16","102.73"
"2023-02-06","41","22","22","27.9"
"2023-02-06","42","7","6","34.03"
"2023-02-06","43","18","16","24.88"
"2023-02-06","45","9","7","86.55"
"2023-02-06","46","7","7","42.15"
"2023-02-06","47","9","8","8.66"
"2023-02-06","48","19","17","22.66"
"2023-02-06","52","6","6","52.21"
"2023-02-06","53","7","7","34.61"
"2023-02-06","54","8","7","19.39"
"2023-02-06","55","5","4","17.64"
"2023-02-06","57","7","7","23.15"
"2023-02-06","58","20","17","48.1"
"2023-02-06","59","8","7","71.79"
"2023-02-06","63","8","7","88.16"
"2023-02-06","64","10","9","55.29"
"2023-02-06","65","20","18","56.35"
"2023-02-06","66","8","8","189.21"
"2023-02-06","67","9","9","34.13"
"2023-02-06","70","21","21","20.85"
"2023-02-06","71","7","6","23.29"
"2023-02-06","72","8","7","24.67"
"2023-02-06","73","8","8","7.41"
"2023-02-06","75","9","8","34.44"
"2023-02-06","76","19","16","44.94"
"2023-02-06","77","8","7","27.42"
"2023-02-06","78","8","7","28.78"
"2023-02-06","79","7","7","51.84"
"2023-02-06","80","7","6","19.71"
"2023-02-06","81","9","9","25.42"
"2023-02-06","84","20","18","22.96"
"2023-02-06","85","7","6","28.36"
"2023-02-06","86","6","6","30.99"
"2023-02-06","87","8","8","13.14"
"2023-02-06","89","9","8","82.16"
"2023-02-06","90","20","19","8.39"
"2023-02-06","92","9","8","82.34"
"2023-02-06","93","9","8","208.8"
"2023-02-06","94","22","21","27.37"
"2023-02-06","96","9","8","47.21"
"2023-02-06","97","7","6","18.37"
"2023-02-06","98","8","7","19.64"
"2023-02-06","99","7","6","66.91"
"2023-02-07","0","9","8","17.73"
"2023-02-07","2","9","8","44.54"
"2023-02-07","4","9","9","47.68"
"2023-02-07","5","9","8","58.57"
"2023-02-07","7","8","7","52.97"
"2023-02-07","8","8","8","48.51"
"2023-02-07","9","9","7","13.75"
"2023-02-07","10","7","6","16.08"
"2023-02-07","11","9","8","25.8"
"2023-02-07","13","8","7","73.87"
"2023-02-07","14","8","7","36.7"
"2023-02-07","15","8","7","39.5"
"2023-02-07","16","8","7","41.34"
"2023-02-07","17","7","6","20.02"
"2023-02-07","18","7","7","34.96"
"2023-02-07","22","6","6","15.52"
"2023-02-07","23","7","7","24.04"
"2023-02-07","24","7","7","18.98"
"2023-02-07","25","9","9","29.86"
"2023-02-07","26","11","11","42.9"
"2023-02-07","27","9","8","24.23"
"2023-02-07","28","8","8","53.85"
"2023-02-07","29","6","5","9.02"
"2023-02-07","31","10","9","44.33"
"2023-02-07","32","8","8","11.73"
"2023-02-07","33","10","9","14.7"
"2023-02-07","35","10","9","36.41"
"2023-02-07","36","8","7","174.35"
"2023-02-07","37","10","8","17.94"
"2023-02-07","39","7","6","34.28"
"2023-02-07","40","6","5","13.84"
"2023-02-07","41","8","7","27.9"
"2023-02-07","44","7","6","50.71"
"2023-02-07","46","8","7","42.15"
"2023-02-07","47","7","6","8.66"
"2023-02-07","49","8","8","28.6"
"2023-02-07","51","9","9","23.25"
"2023-02-07","52","10","10","52.21"
"2023-02-07","54","9","9","19.39"
"2023-02-07","55","8","6","17.64"
"2023-02-07","59","8","7","71.79"
"2023-02-07","60","8","7","66.34"
"2023-02-07","61","6","5","54.96"
"2023-02-07","62","6","6","82.44"
"2023-02-07","63","9","9","88.16"
"2023-02-07","65","8","7","56.35"
"2023-02-07","66","9","8","189.21"
"2023-02-07","67","8","8","34.13"
"2023-02-07","68","12","11","34.42"
"2023-02-07","71","7","7","23.29"
"2023-02-07","72","8","7","24.67"
"2023-02-07","75","9","7","34.44"
"2023-02-07","76","7","6","44.94"
"2023-02-07","77","7","6","27.42"
"2023-02-07","78","7","7","28.78"
"2023-02-07","79","9","9","51.84"
"2023-02-07","80","10","10","19.71"
"2023-02-07","82","7","7","31.67"
"2023-02-07","83","9","8","25.08"
"2023-02-07","87","7","7","13.14"
"2023-02-07","92","7","7","82.34"
"2023-02-07","93","8","8","208.8"
"2023-02-07","96","9","7","47.21"
"2023-02-07","97","9","9","18.37"
"2023-02-08","0","8","7","17.73"
"2023-02-08","1","7","7","16.91"
"2023-02-08","2","8","7","44.54"
"2023-02-08","3","8","7","54.51"
"2023-02-08","4","10","8","47.68"
"2023-02-08","8","8","8","48.51"
"2023-02-08","9","9","8","13.75"
"2023-02-08","10","7","6","16.08"
"2023-02-08","11","10","9","25.8"
"2023-02-08","12","8","7","52.71"
"2023-02-08","13","9","7","73.87"
"2023-02-08","16","9","8","41.34"
"2023-02-08","17","8","7","20.02"
"2023-02-08","18","8","7","34.96"
"2023-02-08","20","8","7","44.25"
"2023-02-08","23","6","6","24.04"
"2023-02-08","24","10","8","18.98"
"2023-02-08","27","7","6","24.23"
"2023-02-08","29","9","7","9.02"
"2023-02-08","31","9","7","44.33"
"2023-02-08","33","6","5","14.7"
"2023-02-08","36","7","7","174.35"
"2023-02-08","37","9","9","17.94"
"2023-02-08","38","8","8","102.73"
"2023-02-08","39","9","9","34.28"
"2023-02-08","41","9","8","27.9"
"2023-02-08","42","8","7","34.03"
"2023-02-08","44","8","7","50.71"
"2023-02-08","45","7","7","86.55"
"2023-02-08","46","10","10","42.15"
"2023-02-08","47","7","6","8.66"
"2023-02-08","48","7","6","22.66"
"2023-02-08","50","8","7","15.6"
"2023-02-08","51","9","8","23.25"
"2023-02-08","52","7","6","52.21"
"2023-02-08","53","9","8","34.61"
"2023-02-08","54","8","7","19.39"
"2023-02-08","56","7","7","33.84"
"2023-02-08","57","6","5","23.15"
"2023-02-08","58","7","6","48.1"
"2023-02-08","59","9","9","71.79"
"2023-02-08","60","8","7","66.34"
"2023-02-08","61","8","8","54.96"
"2023-02-08","62","9","8","82.44"
"2023-02-08","63","6","5","88.16"
"2023-02-08","65","8","8","56.35"
"2023-02-08","66","8","7","189.21"
"2023-02-08","68","12","10","34.42"
"2023-02-08","69","11","9","21.8"
"2023-02-08","71","8","7","23.29"
"2023-02-08","72","8","8","24.67"
"2023-02-08","74","7","7","32.36"
"2023-02-08","75","8","8","34.44"
"2023-02-08","76","7","7","44.94"
"2023-02-08","77","9","9","27.42"
"2023-02-08","78","6","5","28.78"
"2023-02-08","79","6","5","51.84"
"2023-02-08","80","7","6","19.71"
"2023-02-08","83","7","6","25.08"
"2023-02-08","84","8","8","22.96"
"2023-02-08","86","9","8","30.99"
"2023-02-08","87","9","7","13.14"
"2023-02-08","88","8","7","21.77"
"2023-02-08","96","9","8","47.21"
"2023-02-09","1","9","7","16.91"
"2023-02-09","3","11","9","54.51"
"2023-02-09","4","10","8","47.68"
"2023-02-09","5","8","8","58.57"
"2023-02-09","9","11","10","13.75"
"2023-02-09","10","8","7","16.08"
"2023-02-09","12","9","9","52.71"
"2023-02-09","18","7","6","34.96"
"2023-02-09","19","7","7","14.79"
"2023-02-09","21","8","7","21.05"
"2023-02-09","23","7","6","24.04"
"2023-02-09","24","7","6","18.98"
"2023-02-09","25","9","9","29.86"
"2023-02-09","26","10","10","42.9"
"2023-02-09","27","9","8","24.23"
"2023-02-09","28","10","9","53.85"
"2023-02-09","30","7","7","62.05"
"2023-02-09","31","8","7","44.33"
"2023-02-09","33","9","8","14.7"
"2023-02-09","34","9","8","54.4"
"2023-02-09","35","11","9","36.41"
"2023-02-09","36","6","5","174.35"
"2023-02-09","37","10","9","17.94"
"2023-02-09","38","7","7","102.73"
"2023-02-09","39","9","7","34.28"
"2023-02-09","42","7","6","34.03"
"2023-02-09","43","8","7","24.88"
"2023-02-09","44","8","8","50.71"
"2023-02-09","45","9","7","86.55"
"2023-02-09","46","7","7","42.15"
"2023-02-09","47","7","6","8.66"
"2023-02-09","48","10","9","22.66"
"2023-02-09","50","6","6","15.6"
"2023-02-09","51","8","7","23.25"
"2023-02-09","52","7","6","52.21"
"2023-02-09","54","8","7","19.39"
"2023-02-09","55","8","7","17.64"
"2023-02-09","56","8","7","33.84"
"2023-02-09","57","9","8","23.15"
"2023-02-09","58","8","7","48.1"
"2023-02-09","59","9","9","71.79"
"2023-02-09","60","9","8","66.34"
"2023-02-09","62","8","8","82.44"
"2023-02-09","64","7","7","55.29"
"2023-02-09","66","7","7","189.21"
"2023-02-09","67","7","6","34.13"
"2023-02-09","68","10","9","34.42"
"2023-02-09","69","11","9","21.8"
"2023-02-09","71","6","5","23.29"
"2023-02-09","73","10","8","7.41"
"2023-02-09","74","8","7","32.36"
"2023-02-09","75","8","7","34.44"
"2023-02-09","76","7","6","44.94"
"2023-02-09","79","8","7","51.84"
"2023-02-09","80","9","9","19.71"
"2023-02-09","81","7","6","25.42"
"2023-02-09","84","5","5","22.96"
"2023-02-09","85","8","7","28.36"
"2023-02-09","87","8","7","13.14"
"2023-02-09","88","8","7","21.77"
"2023-02-09","89","8","7","82.16"
"2023-02-09","90","8","7","8.39"
"2023-02-09","93","8","7","208.8"
"2023-02-09","95","7","6","30.04"
"2023-02-09","96","8","8","47.21"
"2023-02-09","98","6","5","19.64"
